event_type,msg_len,app_installed,delivery_retry_score,label_channel
Credit Card Bill Reminder,207,1,0,Email
Monthly Statement,25,1,1,Email
Reward Points Update,90,1,1,Email
Fraud Alert,115,0,1,SMS
KYC Reminder,274,1,0,Push Notification
Transaction OTP,12,0,2,Email
Transaction OTP,4,0,0,Email
Monthly Statement,84,0,0,Email
Login OTP,6,1,0,WhatsApp
Transaction OTP,5,0,1,Email
Payment Confirmation,136,1,0,Email
Login OTP,12,1,0,SMS
Beneficiary Added Alert,49,0,0,WhatsApp
Monthly Statement,35,1,0,Push Notification
Reward Points Update,172,0,0,Email
Fraud Alert,77,1,1,SMS
Beneficiary Added Alert,40,1,2,WhatsApp
Login OTP,4,1,1,SMS
Monthly Statement,37,1,0,Email
Credit Card Bill Reminder,223,1,0,Push Notification
Beneficiary Added Alert,104,1,0,WhatsApp
Transaction OTP,6,1,0,Email
Fraud Alert,25,1,0,SMS
Credit Card Bill Reminder,297,1,0,Push Notification
KYC Reminder,299,0,1,Push Notification
Transaction OTP,5,0,1,Email
Credit Card Bill Reminder,235,1,0,Email
KYC Reminder,156,1,0,Push Notification
Credit Card Bill Reminder,104,1,1,Email
Login OTP,10,0,0,SMS
Fraud Alert,40,1,0,SMS
KYC Reminder,156,1,1,Push Notification
Monthly Statement,180,1,0,Push Notification
Monthly Statement,133,1,2,Push Notification
Monthly Statement,122,1,1,Push Notification
Beneficiary Added Alert,25,1,1,WhatsApp
Payment Confirmation,125,1,0,Email
Beneficiary Added Alert,117,1,0,WhatsApp
Transaction OTP,11,0,1,Email
Login OTP,6,1,1,SMS
Beneficiary Added Alert,97,0,0,WhatsApp
Monthly Statement,139,0,0,Push Notification
Credit Card Bill Reminder,137,1,2,Email
Credit Card Bill Reminder,320,0,0,Email
Transaction OTP,12,1,0,Push Notification
Low Balance Alert,82,1,0,Push Notification
Monthly Statement,101,0,0,Email
Transaction OTP,5,1,0,Email
Credit Card Bill Reminder,163,1,1,Push Notification
Beneficiary Added Alert,49,0,0,WhatsApp
Transaction OTP,4,1,1,Push Notification
Beneficiary Added Alert,54,0,2,WhatsApp
KYC Reminder,114,0,0,Push Notification
Payment Confirmation,154,1,0,Email
Beneficiary Added Alert,75,0,0,WhatsApp
Transaction OTP,10,0,0,Email
KYC Reminder,229,1,1,Push Notification
Login OTP,11,1,0,SMS
KYC Reminder,319,0,0,Push Notification
Beneficiary Added Alert,47,1,0,WhatsApp
Monthly Statement,189,0,1,Email
Fraud Alert,118,0,1,SMS
Fraud Alert,83,0,0,SMS
Beneficiary Added Alert,66,0,1,WhatsApp
Login OTP,9,1,0,SMS
KYC Reminder,125,1,0,WhatsApp
Low Balance Alert,113,1,0,Email
Payment Confirmation,64,1,0,Email
Payment Confirmation,82,1,0,Email
Login OTP,8,1,2,SMS
Transaction OTP,9,0,1,Email
Transaction OTP,7,1,0,Email
Fraud Alert,116,0,0,SMS
Monthly Statement,60,1,1,Email
KYC Reminder,305,0,0,Push Notification
Monthly Statement,182,1,1,Push Notification
Credit Card Bill Reminder,142,1,0,Email
Monthly Statement,65,1,1,Push Notification
Fraud Alert,95,1,0,SMS
Monthly Statement,55,1,0,Email
KYC Reminder,129,1,0,Push Notification
Reward Points Update,179,0,1,Email
Fraud Alert,101,1,0,SMS
Beneficiary Added Alert,20,0,0,WhatsApp
Login OTP,10,1,0,SMS
Transaction OTP,8,0,0,Email
KYC Reminder,114,0,0,Push Notification
KYC Reminder,208,1,2,Push Notification
KYC Reminder,139,0,1,WhatsApp
Low Balance Alert,48,1,0,Email
Credit Card Bill Reminder,300,0,0,Push Notification
Beneficiary Added Alert,70,1,1,WhatsApp
Payment Confirmation,137,1,0,Email
KYC Reminder,216,1,2,Email
Transaction OTP,11,1,0,Push Notification
Transaction OTP,11,1,1,Push Notification
Payment Confirmation,163,0,1,Email
Credit Card Bill Reminder,266,0,0,WhatsApp
Payment Confirmation,25,0,0,Email
Reward Points Update,177,1,1,Push Notification
Payment Confirmation,65,0,2,Email
Credit Card Bill Reminder,124,1,0,Email
Login OTP,11,1,3,SMS
Login OTP,8,1,0,SMS
Reward Points Update,179,0,0,Email
Fraud Alert,97,1,0,SMS
KYC Reminder,167,0,0,Push Notification
Login OTP,9,0,0,SMS
Beneficiary Added Alert,119,0,1,WhatsApp
Beneficiary Added Alert,71,0,1,WhatsApp
Beneficiary Added Alert,26,1,1,WhatsApp
KYC Reminder,103,0,1,Push Notification
Payment Confirmation,144,1,0,Email
Login OTP,5,1,1,SMS
Beneficiary Added Alert,93,1,0,WhatsApp
Payment Confirmation,136,1,1,Email
Login OTP,12,1,0,SMS
Low Balance Alert,43,0,2,Email
Reward Points Update,123,1,1,Push Notification
KYC Reminder,243,0,0,Push Notification
Low Balance Alert,50,1,2,Email
KYC Reminder,335,0,0,Push Notification
Fraud Alert,75,0,1,SMS
Credit Card Bill Reminder,115,0,2,Email
Login OTP,4,0,0,Email
Payment Confirmation,102,1,1,Push Notification
Login OTP,11,0,0,SMS
Credit Card Bill Reminder,346,1,0,Email
Login OTP,12,0,0,SMS
Fraud Alert,91,1,1,SMS
Fraud Alert,44,1,1,SMS
KYC Reminder,252,0,1,Push Notification
Payment Confirmation,169,1,0,Email
Credit Card Bill Reminder,114,0,2,Email
Fraud Alert,113,1,0,SMS
Payment Confirmation,53,1,0,Push Notification
Low Balance Alert,99,0,0,Email
Payment Confirmation,59,0,0,Email
Low Balance Alert,55,1,0,Email
Low Balance Alert,75,1,0,Email
Beneficiary Added Alert,32,0,0,WhatsApp
Transaction OTP,7,1,0,Email
Credit Card Bill Reminder,260,1,0,Email
Transaction OTP,4,0,0,Push Notification
Transaction OTP,7,1,0,Email
Beneficiary Added Alert,51,0,0,WhatsApp
Beneficiary Added Alert,37,1,1,WhatsApp
Beneficiary Added Alert,59,1,1,WhatsApp
Login OTP,11,1,1,SMS
Beneficiary Added Alert,93,0,0,WhatsApp
Fraud Alert,101,1,1,SMS
Monthly Statement,71,0,1,Email
Reward Points Update,77,0,0,Email
KYC Reminder,239,0,2,Push Notification
Transaction OTP,6,1,0,Push Notification
Low Balance Alert,39,1,0,Email
Beneficiary Added Alert,45,1,0,Push Notification
Fraud Alert,97,0,0,SMS
Fraud Alert,37,0,0,SMS
KYC Reminder,115,0,0,Push Notification
Login OTP,10,0,3,SMS
Monthly Statement,117,1,0,Push Notification
Reward Points Update,82,0,0,Email
KYC Reminder,230,1,1,Push Notification
KYC Reminder,341,0,1,Push Notification
Reward Points Update,142,1,0,WhatsApp
Credit Card Bill Reminder,298,1,0,Push Notification
Reward Points Update,68,0,0,Email
Transaction OTP,9,1,1,Email
Reward Points Update,58,1,0,Push Notification
Transaction OTP,6,1,1,Push Notification
Payment Confirmation,144,1,0,Email
Credit Card Bill Reminder,279,1,0,Email
Monthly Statement,126,0,0,Email
Fraud Alert,23,0,0,SMS
Reward Points Update,21,1,2,Push Notification
Low Balance Alert,68,1,1,Push Notification
Beneficiary Added Alert,110,1,0,Email
Beneficiary Added Alert,104,0,1,WhatsApp
Reward Points Update,108,0,1,WhatsApp
Low Balance Alert,26,0,1,Email
Beneficiary Added Alert,64,0,0,WhatsApp
KYC Reminder,292,1,0,Push Notification
Credit Card Bill Reminder,221,1,0,Email
Login OTP,10,1,0,SMS
KYC Reminder,284,1,1,Push Notification
Payment Confirmation,153,1,0,Email
Transaction OTP,10,1,1,Email
Reward Points Update,113,1,1,Push Notification
Transaction OTP,6,1,2,Push Notification
Reward Points Update,147,1,1,Email
Credit Card Bill Reminder,259,1,0,Push Notification
Login OTP,10,0,0,SMS
Monthly Statement,119,1,1,Email
Low Balance Alert,93,0,0,WhatsApp
KYC Reminder,115,1,1,Push Notification
Low Balance Alert,79,1,2,Email
Fraud Alert,98,1,0,SMS
KYC Reminder,312,1,0,Push Notification
Reward Points Update,143,0,3,Email
Low Balance Alert,56,1,0,Push Notification
Fraud Alert,27,1,0,SMS
Fraud Alert,105,0,0,SMS
Beneficiary Added Alert,33,1,1,WhatsApp
Low Balance Alert,58,0,0,Email
Beneficiary Added Alert,52,0,1,Push Notification
Monthly Statement,177,1,1,Push Notification
Fraud Alert,106,1,0,SMS
Low Balance Alert,95,0,1,Email
Reward Points Update,32,0,0,Email
Beneficiary Added Alert,94,0,0,Push Notification
Beneficiary Added Alert,111,0,0,WhatsApp
Transaction OTP,11,0,0,Email
Monthly Statement,123,0,1,Email
Transaction OTP,4,0,0,Email
Transaction OTP,11,0,1,Email
Reward Points Update,159,0,0,Email
Payment Confirmation,44,1,0,Email
Low Balance Alert,102,1,0,Push Notification
Reward Points Update,26,0,0,Email
KYC Reminder,146,1,1,Push Notification
Credit Card Bill Reminder,122,0,0,Email
Monthly Statement,45,0,1,Email
Fraud Alert,93,0,2,SMS
Credit Card Bill Reminder,193,0,1,Email
Monthly Statement,171,0,1,Email
Low Balance Alert,68,1,2,Push Notification
Payment Confirmation,50,0,0,Email
Credit Card Bill Reminder,314,1,2,Email
KYC Reminder,146,1,1,Push Notification
Credit Card Bill Reminder,168,0,0,Email
Credit Card Bill Reminder,249,1,1,Push Notification
Login OTP,9,1,0,SMS
Fraud Alert,27,1,1,SMS
Fraud Alert,23,0,0,SMS
Transaction OTP,11,1,1,Push Notification
Transaction OTP,9,0,0,Email
KYC Reminder,181,1,2,Push Notification
Fraud Alert,71,0,1,SMS
Low Balance Alert,90,0,0,Email
KYC Reminder,142,1,0,Push Notification
Fraud Alert,46,0,0,SMS
Payment Confirmation,115,0,0,Email
Transaction OTP,4,0,0,Email
Beneficiary Added Alert,114,0,0,WhatsApp
Low Balance Alert,100,1,2,Push Notification
Fraud Alert,69,0,2,WhatsApp
Transaction OTP,12,1,0,Email
Fraud Alert,75,1,1,Push Notification
Payment Confirmation,27,0,0,Email
Fraud Alert,32,1,1,SMS
KYC Reminder,112,0,2,Push Notification
Monthly Statement,66,0,2,Email
Transaction OTP,7,1,0,Email
KYC Reminder,340,1,1,Push Notification
Monthly Statement,81,0,0,Email
Low Balance Alert,23,0,1,Email
Credit Card Bill Reminder,153,1,0,Email
Fraud Alert,25,1,0,SMS
Payment Confirmation,191,0,0,Email
Login OTP,7,0,0,SMS
KYC Reminder,175,0,0,Push Notification
Fraud Alert,75,0,1,SMS
Low Balance Alert,91,0,1,Email
Login OTP,12,0,0,SMS
Monthly Statement,186,0,1,Email
Login OTP,9,0,0,SMS
Payment Confirmation,66,0,1,Email
Credit Card Bill Reminder,117,0,0,Email
Low Balance Alert,98,1,1,Email
Monthly Statement,45,0,1,Email
Credit Card Bill Reminder,172,1,0,Push Notification
KYC Reminder,289,1,0,Push Notification
Beneficiary Added Alert,99,0,1,WhatsApp
Reward Points Update,76,0,1,Email
Payment Confirmation,139,1,1,Email
Credit Card Bill Reminder,331,1,1,Push Notification
Credit Card Bill Reminder,151,1,1,Email
Beneficiary Added Alert,112,0,1,WhatsApp
Transaction OTP,10,0,2,Email
Fraud Alert,77,1,0,SMS
Payment Confirmation,96,1,0,Email
Monthly Statement,33,1,1,Push Notification
Monthly Statement,34,0,1,Email
Monthly Statement,199,1,2,Email
Fraud Alert,68,1,1,Push Notification
Transaction OTP,12,0,0,Email
Reward Points Update,189,1,1,Email
Beneficiary Added Alert,116,1,1,WhatsApp
Beneficiary Added Alert,91,0,2,WhatsApp
Monthly Statement,152,1,1,Email
Low Balance Alert,102,0,0,Email
Beneficiary Added Alert,116,1,1,WhatsApp
Beneficiary Added Alert,42,1,0,WhatsApp
Fraud Alert,87,1,0,WhatsApp
Monthly Statement,73,1,1,Push Notification
Fraud Alert,29,0,0,Push Notification
Reward Points Update,45,1,0,Email
Payment Confirmation,140,0,1,Email
Transaction OTP,6,0,0,Email
Transaction OTP,7,1,0,Push Notification
Credit Card Bill Reminder,196,1,0,Push Notification
Beneficiary Added Alert,66,1,0,WhatsApp
Login OTP,6,1,0,SMS
Transaction OTP,5,1,0,Push Notification
KYC Reminder,191,1,0,Push Notification
Credit Card Bill Reminder,335,0,1,Email
Payment Confirmation,151,0,1,Email
KYC Reminder,297,0,2,WhatsApp
Low Balance Alert,78,1,0,Push Notification
Fraud Alert,54,1,0,SMS
Credit Card Bill Reminder,206,1,1,Push Notification
Beneficiary Added Alert,93,1,1,WhatsApp
Low Balance Alert,87,0,0,Email
Reward Points Update,39,0,0,Email
Beneficiary Added Alert,95,1,0,WhatsApp
Monthly Statement,178,1,2,Push Notification
Reward Points Update,185,0,0,Email
KYC Reminder,335,1,1,Push Notification
Beneficiary Added Alert,96,1,1,WhatsApp
Credit Card Bill Reminder,333,0,0,Email
Beneficiary Added Alert,54,1,0,WhatsApp
Credit Card Bill Reminder,225,1,1,Push Notification
Payment Confirmation,101,1,0,Push Notification
KYC Reminder,239,1,2,Push Notification
Credit Card Bill Reminder,103,1,0,Push Notification
Fraud Alert,102,1,2,SMS
Reward Points Update,96,1,2,Email
KYC Reminder,144,1,1,Push Notification
Credit Card Bill Reminder,309,1,2,Push Notification
Monthly Statement,135,1,1,Push Notification
Monthly Statement,158,0,1,Email
Credit Card Bill Reminder,349,0,0,Email
Reward Points Update,151,1,0,Push Notification
Fraud Alert,24,1,1,SMS
Fraud Alert,119,0,0,SMS
Low Balance Alert,46,0,0,Email
Payment Confirmation,171,0,0,Email
Reward Points Update,82,1,2,Email
Reward Points Update,56,1,1,Push Notification
Credit Card Bill Reminder,191,1,0,Push Notification
Payment Confirmation,95,1,1,Email
KYC Reminder,154,0,1,Push Notification
Monthly Statement,158,1,2,Push Notification
Credit Card Bill Reminder,220,1,1,Email
Transaction OTP,10,1,2,Email
Payment Confirmation,157,1,0,Email
Beneficiary Added Alert,52,1,1,WhatsApp
KYC Reminder,331,1,0,SMS
Payment Confirmation,114,1,2,Email
Fraud Alert,107,1,0,WhatsApp
Payment Confirmation,20,1,0,Push Notification
Reward Points Update,115,1,0,Push Notification
Transaction OTP,8,0,0,Email
KYC Reminder,262,0,2,Push Notification
KYC Reminder,186,1,2,Push Notification
Fraud Alert,42,1,1,SMS
Login OTP,12,1,0,SMS
Beneficiary Added Alert,55,1,2,WhatsApp
Reward Points Update,164,1,0,Push Notification
Reward Points Update,190,1,0,Push Notification
Reward Points Update,191,1,0,Email
Monthly Statement,33,1,0,Push Notification
Low Balance Alert,32,0,1,Email
Reward Points Update,73,1,0,Push Notification
Beneficiary Added Alert,115,1,0,WhatsApp
Low Balance Alert,55,0,0,Email
Beneficiary Added Alert,117,1,1,WhatsApp
Reward Points Update,82,1,1,Push Notification
KYC Reminder,311,1,3,Push Notification
Payment Confirmation,55,1,0,Push Notification
Login OTP,7,0,0,SMS
Monthly Statement,181,1,2,Push Notification
Payment Confirmation,141,1,0,Push Notification
Monthly Statement,131,1,2,Push Notification
Transaction OTP,4,1,1,Email
Monthly Statement,174,0,1,Email
Fraud Alert,35,0,2,SMS
Fraud Alert,98,1,0,SMS
Credit Card Bill Reminder,296,0,0,Email
Login OTP,4,0,1,SMS
Low Balance Alert,117,1,0,Email
Credit Card Bill Reminder,299,0,1,Email
Fraud Alert,84,1,1,SMS
Reward Points Update,122,1,2,Push Notification
KYC Reminder,217,1,0,Push Notification
Fraud Alert,119,1,1,WhatsApp
Transaction OTP,10,0,0,Email
Beneficiary Added Alert,76,0,1,WhatsApp
Low Balance Alert,100,0,0,Email
Reward Points Update,53,0,1,Email
Low Balance Alert,119,0,0,Email
Low Balance Alert,23,1,1,Email
Beneficiary Added Alert,66,1,1,Push Notification
Payment Confirmation,62,1,1,Email
Credit Card Bill Reminder,118,1,0,Email
Beneficiary Added Alert,116,1,0,WhatsApp
KYC Reminder,330,1,0,Push Notification
Login OTP,5,1,1,SMS
Login OTP,12,0,1,SMS
Payment Confirmation,184,0,1,Email
Monthly Statement,46,1,0,Push Notification
Fraud Alert,26,0,0,SMS
Transaction OTP,7,1,0,Push Notification
Fraud Alert,77,1,0,SMS
Credit Card Bill Reminder,247,1,0,Email
Login OTP,5,0,0,SMS
Login OTP,7,1,1,SMS
Reward Points Update,134,0,0,Email
Transaction OTP,5,0,1,Email
Transaction OTP,8,0,0,Email
Reward Points Update,149,0,0,Email
Transaction OTP,9,1,0,Email
Credit Card Bill Reminder,259,1,1,Push Notification
Monthly Statement,165,0,0,Email
Monthly Statement,157,0,0,Email
KYC Reminder,141,1,0,Push Notification
Payment Confirmation,134,0,2,Email
Beneficiary Added Alert,87,0,1,Push Notification
KYC Reminder,136,1,1,Push Notification
Monthly Statement,25,1,2,Email
Beneficiary Added Alert,81,1,0,WhatsApp
Low Balance Alert,101,0,0,Email
KYC Reminder,141,1,1,Push Notification
Beneficiary Added Alert,101,1,0,WhatsApp
Low Balance Alert,45,1,1,Push Notification
Reward Points Update,159,0,1,Email
Monthly Statement,153,0,0,Email
Beneficiary Added Alert,84,1,2,WhatsApp
Reward Points Update,75,1,0,Push Notification
Credit Card Bill Reminder,320,1,1,Email
Beneficiary Added Alert,78,1,1,WhatsApp
Fraud Alert,100,0,1,Push Notification
Monthly Statement,107,0,0,Email
Login OTP,11,1,0,SMS
Credit Card Bill Reminder,248,1,1,Push Notification
Beneficiary Added Alert,118,1,1,WhatsApp
KYC Reminder,147,0,0,Push Notification
Beneficiary Added Alert,63,0,1,Email
Login OTP,7,0,1,SMS
KYC Reminder,315,1,1,Push Notification
Transaction OTP,12,0,1,Email
Beneficiary Added Alert,43,0,0,WhatsApp
Payment Confirmation,125,1,0,Push Notification
Login OTP,6,0,0,SMS
Low Balance Alert,51,1,1,Push Notification
Credit Card Bill Reminder,240,1,1,Push Notification
Beneficiary Added Alert,114,1,0,WhatsApp
Low Balance Alert,21,1,1,Email
Login OTP,12,1,2,Push Notification
Payment Confirmation,131,0,0,Email
Beneficiary Added Alert,77,0,0,WhatsApp
Login OTP,4,0,1,SMS
KYC Reminder,243,1,1,Push Notification
KYC Reminder,200,1,0,Push Notification
Reward Points Update,107,1,1,Push Notification
Login OTP,6,1,2,SMS
KYC Reminder,240,1,1,Push Notification
Login OTP,4,1,2,WhatsApp
Payment Confirmation,109,1,0,Email
KYC Reminder,271,0,0,Push Notification
Credit Card Bill Reminder,151,0,1,Email
Credit Card Bill Reminder,285,1,0,Push Notification
Beneficiary Added Alert,41,1,0,WhatsApp
Reward Points Update,22,1,1,Push Notification
KYC Reminder,325,1,0,Push Notification
Login OTP,9,1,1,SMS
Monthly Statement,110,1,1,Push Notification
Transaction OTP,5,1,1,Push Notification
Monthly Statement,163,1,1,Email
Beneficiary Added Alert,94,0,0,WhatsApp
Transaction OTP,9,1,1,Push Notification
Login OTP,4,0,0,SMS
KYC Reminder,112,0,2,Push Notification
Transaction OTP,8,1,1,Push Notification
Credit Card Bill Reminder,322,1,1,Email
Transaction OTP,11,1,2,Push Notification
Monthly Statement,100,0,0,Push Notification
Reward Points Update,92,1,1,Push Notification
Low Balance Alert,64,0,0,Email
Transaction OTP,8,1,0,WhatsApp
Transaction OTP,11,1,0,SMS
Beneficiary Added Alert,116,1,0,WhatsApp
Fraud Alert,23,0,0,SMS
Low Balance Alert,81,0,0,Email
Monthly Statement,178,1,2,Push Notification
Payment Confirmation,74,0,1,Email
KYC Reminder,206,1,1,Push Notification
Login OTP,5,1,1,Push Notification
Transaction OTP,9,0,1,Email
Monthly Statement,129,0,1,Email
Beneficiary Added Alert,34,1,1,SMS
Beneficiary Added Alert,29,0,1,WhatsApp
Payment Confirmation,46,1,2,Email
Low Balance Alert,85,0,1,Email
Fraud Alert,120,1,2,SMS
Low Balance Alert,24,1,0,Email
Transaction OTP,6,0,1,Email
Credit Card Bill Reminder,304,1,0,Push Notification
Fraud Alert,85,0,0,SMS
Payment Confirmation,128,0,1,Email
Transaction OTP,6,0,0,Email
Monthly Statement,183,1,2,Email
Credit Card Bill Reminder,217,0,1,Email
Reward Points Update,158,0,0,Email
Monthly Statement,43,1,1,Email
Reward Points Update,138,0,1,Email
Login OTP,6,0,0,SMS
KYC Reminder,123,0,0,Push Notification
Reward Points Update,127,0,0,Email
Low Balance Alert,22,1,0,Push Notification
KYC Reminder,227,0,0,Push Notification
Payment Confirmation,42,1,1,SMS
Monthly Statement,86,0,2,Email
KYC Reminder,295,0,1,Push Notification
Login OTP,6,0,1,SMS
Monthly Statement,180,0,1,Email
Payment Confirmation,72,1,0,Push Notification
Payment Confirmation,112,1,0,Push Notification
Reward Points Update,121,0,0,Email
Monthly Statement,47,1,1,Email
Payment Confirmation,40,0,0,Email
Monthly Statement,77,1,2,WhatsApp
Fraud Alert,34,1,0,SMS
Credit Card Bill Reminder,200,1,0,Email
Monthly Statement,167,0,2,Email
Reward Points Update,105,0,0,Email
Reward Points Update,185,1,0,Email
Fraud Alert,60,0,0,SMS
Payment Confirmation,161,1,1,Email
Monthly Statement,77,1,0,SMS
Beneficiary Added Alert,75,0,0,WhatsApp
Credit Card Bill Reminder,339,0,1,SMS
KYC Reminder,268,0,1,Push Notification
Monthly Statement,166,1,0,Push Notification
Credit Card Bill Reminder,274,1,0,Email
Payment Confirmation,163,1,0,Push Notification
Credit Card Bill Reminder,122,1,0,Push Notification
Reward Points Update,109,0,1,Email
Low Balance Alert,63,1,2,Email
Payment Confirmation,134,1,0,Email
Beneficiary Added Alert,120,0,1,WhatsApp
Monthly Statement,63,1,2,Push Notification
Fraud Alert,95,1,0,SMS
Login OTP,7,1,1,SMS
Monthly Statement,62,0,2,Email
Beneficiary Added Alert,101,1,0,WhatsApp
Low Balance Alert,24,1,0,Email
Low Balance Alert,61,0,0,Email
Transaction OTP,12,0,2,Email
Payment Confirmation,70,1,0,Push Notification
Payment Confirmation,169,1,1,Email
Login OTP,4,0,2,SMS
Monthly Statement,25,0,0,Email
Fraud Alert,69,1,2,SMS
Credit Card Bill Reminder,298,0,0,Email
Credit Card Bill Reminder,150,0,0,Email
Fraud Alert,48,1,1,SMS
Credit Card Bill Reminder,117,1,0,Push Notification
Beneficiary Added Alert,118,1,0,WhatsApp
Login OTP,11,1,0,SMS
Transaction OTP,7,0,0,Email
Reward Points Update,199,0,1,Email
Beneficiary Added Alert,80,1,0,WhatsApp
Fraud Alert,101,0,0,SMS
Credit Card Bill Reminder,243,1,0,Push Notification
Transaction OTP,12,1,1,Push Notification
KYC Reminder,105,0,0,Push Notification
Credit Card Bill Reminder,272,1,0,Email
Monthly Statement,80,1,2,Push Notification
KYC Reminder,209,1,1,Push Notification
Payment Confirmation,51,0,1,Email
Reward Points Update,36,1,1,Push Notification
Payment Confirmation,29,0,0,Email
Low Balance Alert,100,1,1,Push Notification
Credit Card Bill Reminder,186,1,0,Email
Credit Card Bill Reminder,312,1,0,Email
KYC Reminder,148,0,1,Push Notification
Low Balance Alert,66,1,2,Push Notification
Transaction OTP,9,1,0,SMS
Monthly Statement,139,1,2,Push Notification
Monthly Statement,52,1,1,Push Notification
Transaction OTP,9,0,0,Email
Monthly Statement,190,0,0,Email
Beneficiary Added Alert,108,1,1,WhatsApp
Reward Points Update,59,1,1,Email
Fraud Alert,75,0,1,SMS
Reward Points Update,111,0,0,Email
Credit Card Bill Reminder,114,0,1,Email
KYC Reminder,291,1,0,Push Notification
KYC Reminder,145,1,1,Push Notification
Payment Confirmation,80,1,0,Push Notification
Credit Card Bill Reminder,136,0,1,Email
Monthly Statement,79,0,0,Email
Login OTP,11,0,2,SMS
Low Balance Alert,117,1,0,Push Notification
Reward Points Update,170,1,0,Push Notification
Low Balance Alert,86,1,0,Push Notification
Payment Confirmation,172,1,0,Push Notification
Transaction OTP,8,1,1,Push Notification
KYC Reminder,278,0,0,Push Notification
Low Balance Alert,26,0,1,Email
Login OTP,4,0,0,SMS
Payment Confirmation,166,1,3,Email
KYC Reminder,281,1,0,Push Notification
Monthly Statement,98,1,2,Email
Low Balance Alert,43,1,0,Email
Low Balance Alert,104,0,0,Email
Payment Confirmation,72,1,0,Push Notification
Payment Confirmation,87,1,1,Email
Transaction OTP,9,1,1,Push Notification
Reward Points Update,77,0,0,Email
Beneficiary Added Alert,31,1,0,WhatsApp
Payment Confirmation,140,1,1,Email
Credit Card Bill Reminder,305,1,3,Email
Login OTP,10,1,0,SMS
Monthly Statement,98,1,1,Email
Fraud Alert,117,1,0,SMS
Monthly Statement,67,1,2,Email
Payment Confirmation,178,1,0,Email
Reward Points Update,59,0,0,Email
Reward Points Update,136,0,2,Email
Low Balance Alert,104,1,0,Push Notification
Beneficiary Added Alert,87,0,0,WhatsApp
Low Balance Alert,43,1,1,SMS
Fraud Alert,58,1,1,SMS
Reward Points Update,86,0,0,Email
KYC Reminder,310,1,0,Push Notification
KYC Reminder,235,0,1,Push Notification
Credit Card Bill Reminder,298,1,0,Push Notification
Reward Points Update,89,0,0,Email
KYC Reminder,302,0,0,Push Notification
Transaction OTP,12,0,0,Email
Monthly Statement,61,1,1,Email
Monthly Statement,155,1,1,SMS
KYC Reminder,108,1,1,Push Notification
Monthly Statement,197,1,0,Push Notification
Login OTP,12,0,2,SMS
Fraud Alert,24,1,1,SMS
Fraud Alert,93,0,0,SMS
Credit Card Bill Reminder,268,1,0,Push Notification
Beneficiary Added Alert,41,1,1,WhatsApp
KYC Reminder,184,1,0,Push Notification
Transaction OTP,11,0,3,Email
Monthly Statement,50,1,0,Email
Credit Card Bill Reminder,297,1,1,Push Notification
Transaction OTP,8,0,2,Email
Payment Confirmation,66,1,2,Push Notification
Credit Card Bill Reminder,188,1,3,Push Notification
Fraud Alert,25,1,1,SMS
Credit Card Bill Reminder,273,1,1,Email
Payment Confirmation,51,1,0,Email
Reward Points Update,194,1,1,Push Notification
Payment Confirmation,58,0,1,Email
Fraud Alert,29,0,2,WhatsApp
KYC Reminder,259,0,1,Push Notification
Low Balance Alert,45,1,1,Push Notification
Login OTP,11,0,0,SMS
KYC Reminder,167,0,2,Push Notification
Payment Confirmation,130,0,1,Email
Fraud Alert,41,1,1,SMS
Low Balance Alert,105,1,0,Push Notification
KYC Reminder,188,0,0,Push Notification
Credit Card Bill Reminder,143,0,1,Email
Reward Points Update,35,1,0,Push Notification
Login OTP,12,0,0,SMS
Monthly Statement,193,0,0,WhatsApp
Beneficiary Added Alert,104,1,1,WhatsApp
Credit Card Bill Reminder,212,0,2,Email
Fraud Alert,21,1,2,SMS
KYC Reminder,208,1,0,Push Notification
Beneficiary Added Alert,67,1,0,WhatsApp
Reward Points Update,107,0,0,Email
Payment Confirmation,191,0,1,Email
KYC Reminder,234,1,0,Push Notification
Fraud Alert,89,0,0,Push Notification
Transaction OTP,5,1,0,Push Notification
Reward Points Update,43,0,0,Email
Credit Card Bill Reminder,117,1,0,Push Notification
KYC Reminder,253,1,1,SMS
Credit Card Bill Reminder,207,0,1,Email
Reward Points Update,45,0,1,Email
Transaction OTP,12,1,0,Push Notification
Payment Confirmation,171,0,0,Push Notification
Reward Points Update,75,1,0,Push Notification
Transaction OTP,12,1,0,WhatsApp
Beneficiary Added Alert,111,1,1,Push Notification
Login OTP,4,0,1,SMS
KYC Reminder,134,1,1,Push Notification
Login OTP,9,1,1,SMS
Low Balance Alert,60,0,0,Email
Low Balance Alert,74,0,0,Email
Credit Card Bill Reminder,238,0,0,Email
Fraud Alert,52,1,2,SMS
Credit Card Bill Reminder,204,1,0,Push Notification
Monthly Statement,108,1,2,Email
Monthly Statement,112,1,3,Email
Fraud Alert,113,0,0,SMS
Fraud Alert,23,1,0,SMS
Reward Points Update,46,1,0,Push Notification
Low Balance Alert,114,1,0,Push Notification
Beneficiary Added Alert,92,1,1,WhatsApp
Credit Card Bill Reminder,133,0,0,Email
KYC Reminder,321,1,1,Push Notification
Payment Confirmation,35,1,0,Email
Transaction OTP,4,0,0,Email
Monthly Statement,39,1,0,Push Notification
Beneficiary Added Alert,29,0,1,WhatsApp
Beneficiary Added Alert,37,0,0,WhatsApp
Low Balance Alert,66,0,1,Email
Transaction OTP,7,1,0,Email
